序号,名称,型号,规格,镀锌钢板/不锈钢板厚度（参照技规）,数量,单位,含税单价（13%）,价税合计,品牌,备注
238,电动对开多叶调节阀,,800×500,,1,个,639,639,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
239,电动对开多叶调节阀,,800×630,,1,个,666,666,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
240,电动对开多叶调节阀,,900×400,,1,个,630,630,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
241,电动对开多叶调节阀,,1000×400,,1,个,644,644,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
242,电动对开多叶调节阀,,1000×500,,16,个,669,10704,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
243,电动对开多叶调节阀,,1250×400,,2,个,676,1352,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
244,电动对开多叶调节阀,,1250×500,,2,个,707,1414,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
245,电动对开多叶调节阀,,1000×800,,1,个,745,745,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
246,电动对开多叶调节阀,,1600×630,,3,个,808,2424,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
247,电动对开多叶调节阀,,1600×800,,3,个,1350,4050,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
248,电动对开多叶调节阀,,1700×400,,1,个,735,735,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
249,电动双位阀,,320×400,,1,个,289,289,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
250,电动双位阀,,400×200,,1,个,282,282,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
251,电动双位阀,,400×250,,1,个,285,285,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
252,电动双位阀,,400×400,,6,个,295,1770,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
253,电动双位阀,,400×630,,1,个,324,324,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
254,电动双位阀,,500×250,,2,个,290,580,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
255,电动双位阀,,500×320,,2,个,296,592,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
256,电动双位阀,,500×400,,4,个,308,1232,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
257,电动双位阀,,500×500,,1,个,323,323,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
